OverallQual,GrLivArea,YearBuilt,YearRemodAdd,TotalBsmtSF,GarageCars,FullBath,LotArea,Neighborhood,HouseStyle,ExterQual,KitchenQual,CentralAir,GarageType,SalePrice
6,1097,1984,1985,1040,2,2,9672,SawyerW,1Story,TA,TA,Y,Attchd,152000
5,1148,1959,1959,1148,1,1,7931,NAmes,1Story,TA,TA,Y,Attchd,132500
7,1372,2007,2008,1372,2,2,8640,Somerst,1Story,Gd,Gd,Y,Attchd,250580
5,1002,1970,1970,1002,2,1,8750,NAmes,1Story,TA,TA,Y,Detchd,148500
8,1646,2006,2007,1638,3,2,10656,Timber,1Story,Gd,Gd,Y,Attchd,248900
4,1120,1961,1961,1040,2,1,6970,Sawyer,1Story,TA,Fa,Y,Attchd,129000
5,2320,1948,1950,0,2,2,14762,Gilbert,2Story,TA,TA,Y,Attchd,169000
7,1949,1993,1994,1050,2,2,9938,SawyerW,2Story,Gd,Gd,Y,Attchd,236000
5,894,1962,1962,894,1,1,6600,NAmes,1Story,TA,TA,N,Detchd,109500
6,1682,1998,1998,804,2,2,8750,CollgCr,2Story,TA,Gd,Y,Attchd,200500
5,910,1953,1996,105,2,1,8892,NAmes,1Story,Gd,Gd,Y,Attchd,116000
5,1268,1949,1950,832,1,1,12144,NAmes,1Story,Gd,TA,Y,Attchd,133000
5,1131,1941,1950,676,1,1,5720,OldTown,1.5Fin,TA,TA,Y,Detchd,66500
8,2610,2007,2007,1184,2,2,9000,Somerst,2Story,Gd,Ex,Y,BuiltIn,303477
4,1040,1963,1963,1064,2,1,25286,Mitchel,1Story,TA,TA,Y,Attchd,132250
9,2224,2004,2005,1462,3,2,8834,NridgHt,2Story,Gd,Ex,Y,Attchd,350000
5,1155,1961,1995,1109,2,1,11782,Sawyer,SFoyer,TA,Gd,Y,Detchd,148000
5,864,1978,2005,864,1,1,7000,CollgCr,1Story,Gd,TA,Y,Attchd,136500
5,1090,2005,2006,1090,2,1,7024,Edwards,1Story,TA,TA,Y,Attchd,157000
7,1717,1990,1991,1156,2,2,13758,Timber,1.5Fin,Gd,Gd,Y,Attchd,187500
6,1593,1992,1993,808,2,2,9636,Gilbert,2Story,TA,TA,Y,BuiltIn,178000
4,2230,1912,1950,795,1,1,6204,SWISU,2.5Fin,Gd,TA,N,Detchd,118500
5,892,1967,1967,892,1,1,7150,NAmes,1Story,TA,TA,Y,Attchd,100000
9,1709,1999,2000,1698,2,2,5119,Somerst,1Story,Gd,Gd,Y,Attchd,328900
5,1712,1959,2005,1626,2,2,8393,NAmes,1Story,TA,TA,Y,Attchd,145000
5,1393,1955,1955,816,1,1,16466,Edwards,1.5Fin,TA,TA,Y,Attchd,135500
8,2217,1970,1970,2217,2,2,15865,NAmes,1Story,Gd,Gd,Y,Attchd,268000
6,1505,1953,1953,1505,2,1,12160,NAmes,1Story,TA,TA,Y,Attchd,149500
5,924,1949,2006,672,2,1,8064,NAmes,1.5Fin,TA,TA,Y,Detchd,122900
6,1683,1978,1978,918,2,2,11184,Sawyer,2Story,TA,TA,Y,Attchd,172500
6,1068,1963,2003,1059,1,1,8414,Sawyer,1Story,TA,TA,Y,Attchd,154500
5,1383,1954,1954,1383,1,1,13284,Sawyer,1Story,TA,TA,Y,Attchd,165000
5,1535,1979,1979,0,2,2,7018,SawyerW,1Story,TA,TA,Y,Attchd,118858
6,1796,1963,1963,780,2,1,7056,NAmes,2Story,TA,TA,Y,Attchd,140000
4,951,1936,1950,951,1,1,8765,IDOTRR,1Story,TA,TA,N,Detchd,106500
5,2240,1979,1979,0,2,2,7018,SawyerW,2Story,TA,TA,Y,Detchd,142953
9,2364,2009,2010,2330,3,2,12919,NridgHt,1Story,Ex,Ex,Y,Attchd,611657
5,1236,1961,1994,912,1,1,6993,Sawyer,1Story,TA,TA,Y,Attchd,135000
4,858,1971,1971,858,1,1,7340,NAmes,1Story,TA,TA,Y,Detchd,110000
5,1306,1957,2000,992,1,1,8712,NAmes,1Story,TA,TA,Y,Detchd,153000
7,1509,2003,2003,783,2,2,7875,Gilbert,2Story,Gd,Gd,Y,Attchd,180000
7,1670,2006,2006,1670,3,2,14859,Gilbert,1Story,Gd,Gd,Y,Attchd,240000
5,902,1967,1967,876,1,1,6173,Sawyer,1Story,TA,TA,Y,Attchd,125500
5,1063,1954,1954,1056,1,1,9920,NAmes,1Story,TA,TA,Y,Attchd,128000
8,1636,2006,2006,1623,3,2,13501,Somerst,1Story,Gd,Gd,Y,Attchd,255000
7,2057,1936,1987,1017,1,1,11500,Crawfor,1.5Fin,Gd,Gd,Y,Attchd,250000
5,902,1983,1983,864,2,1,8885,Mitchel,1Story,TA,TA,Y,Attchd,131000
6,1484,2005,2005,742,2,2,12589,Gilbert,2Story,Gd,Gd,Y,Attchd,174000
5,2274,1960,1960,1105,2,2,11600,NAmes,2Story,TA,TA,Y,Detchd,154300
5,1268,1977,1989,1268,1,1,9286,CollgCr,1Story,TA,Gd,Y,Detchd,143500
5,1015,1925,1950,768,1,1,6120,BrkSide,1Story,TA,TA,N,Detchd,88000
5,2002,1949,1950,1001,3,2,6270,Crawfor,2Story,TA,TA,N,2Types,145000
6,1224,2009,2009,612,2,2,3000,Somerst,2Story,Gd,Gd,Y,Detchd,173733
4,1092,1970,1970,546,1,1,2001,MeadowV,2Story,TA,TA,Y,Attchd,75000
2,480,1949,1950,480,1,0,9000,IDOTRR,1Story,TA,TA,N,Detchd,35311
4,1229,1956,1956,1134,1,1,17140,Edwards,1Story,TA,TA,Y,Attchd,135000
7,2127,1991,1991,1104,3,2,13125,SawyerW,2Story,Gd,Gd,Y,Attchd,238000
6,1414,1958,2002,1184,2,1,11029,NAmes,1Story,Ex,TA,Y,Attchd,176500
6,1721,1994,1994,928,2,2,8462,SawyerW,2Story,Gd,Gd,Y,Attchd,201000
5,2200,1900,2003,1272,0,2,8777,Edwards,1.5Fin,TA,TA,Y,,145900
6,1316,2005,2006,1316,2,2,10237,Gilbert,1Story,Gd,Gd,Y,Attchd,169990
6,1617,1993,1994,1604,2,2,8012,SawyerW,1Story,Gd,Gd,Y,Attchd,193000
6,1686,1980,1980,1686,2,2,10240,NWAmes,1Story,TA,TA,Y,Attchd,207500
5,1126,1977,1977,1126,2,2,15611,NWAmes,1Story,TA,Ex,Y,Attchd,175000
8,2374,2003,2004,1181,3,2,11999,NridgHt,2Story,Gd,Ex,Y,BuiltIn,285000
7,1978,1968,1968,832,2,2,9900,NWAmes,2Story,TA,TA,Y,Attchd,176000
8,1788,2001,2001,1753,2,2,11838,CollgCr,1Story,Gd,Ex,Y,Attchd,236500
7,2236,1997,1997,964,2,2,13006,Gilbert,2Story,TA,Gd,Y,BuiltIn,222000
8,1466,2007,2007,1466,3,2,8925,Timber,1Story,Gd,Gd,Y,Attchd,201000
5,925,1965,1965,925,1,1,9100,NAmes,1Story,TA,TA,Y,Detchd,117500
9,1905,2006,2006,1905,3,2,11670,Somerst,1Story,Ex,Ex,Y,Attchd,320000
7,1500,2004,2004,1500,2,2,8487,CollgCr,1Story,Gd,Gd,Y,Attchd,190000
7,2069,1960,2007,585,2,2,27650,NAmes,1Story,TA,Gd,Y,Attchd,242000
4,747,1926,1953,600,2,1,5825,BrkSide,1Story,TA,TA,Y,Detchd,79900
7,1200,2003,2003,1176,2,2,10083,SawyerW,1Story,Gd,Gd,Y,Attchd,184900
7,1971,2005,2005,1113,2,2,9675,Somerst,2Story,Gd,Gd,Y,Attchd,253000
7,1962,2006,2006,1391,3,2,8760,CollgCr,2Story,Gd,Gd,Y,Attchd,239799
7,2403,1940,1950,1032,1,2,24090,ClearCr,2Story,TA,TA,Y,Attchd,244400
6,1728,1976,1976,1728,2,2,12640,Mitchel,1Story,TA,TA,Y,Attchd,150900
7,2060,1999,1999,992,2,2,8755,Gilbert,2Story,Gd,Gd,Y,BuiltIn,214000
4,1440,1977,1977,1440,0,2,7711,Edwards,1Story,TA,TA,Y,,150000
5,1632,1967,1967,1632,2,2,25000,Mitchel,1Story,TA,TA,Y,Attchd,143000
6,1344,1958,1958,819,2,1,14375,Timber,SLvl,TA,Gd,Y,Basment,137500
5,1869,1890,1996,1088,2,1,8820,OldTown,1.5Fin,TA,TA,Y,Detchd,124900
5,1144,1959,1959,1144,1,1,8163,NAmes,SLvl,TA,TA,Y,Attchd,143000
8,1629,2002,2003,1616,3,2,14536,Timber,1Story,Gd,Gd,Y,Attchd,270000
7,1776,2002,2002,936,2,2,14006,CollgCr,2Story,Gd,Gd,Y,Attchd,192500
6,1381,1972,2006,1161,2,1,9360,NWAmes,1Story,TA,Gd,Y,Attchd,197500
5,864,1950,2002,864,2,1,7200,NAmes,1Story,TA,Gd,Y,Detchd,129000
5,965,1965,1965,828,1,1,7800,SawyerW,1Story,TA,TA,Y,Detchd,119900
5,768,1972,2003,768,1,1,7200,CollgCr,SFoyer,TA,TA,Y,Detchd,133900
5,1968,1969,1969,784,2,2,11075,Mitchel,2Story,TA,TA,Y,Attchd,172000
6,980,1975,1975,945,0,2,9400,Edwards,SFoyer,TA,TA,Y,,127500
6,1958,1946,1950,979,2,2,7136,Crawfor,2Story,TA,TA,N,Attchd,145000
6,1229,1980,1980,561,2,1,1300,Blueste,2Story,TA,TA,Y,Attchd,124000
5,1057,1962,1962,1057,2,1,7420,Sawyer,1Story,TA,TA,Y,Detchd,132000
7,1337,2003,2003,1337,2,2,8450,CollgCr,1Story,Gd,Gd,Y,Attchd,185000
7,1416,1999,1999,696,2,2,2572,Somerst,2Story,Gd,Gd,Y,Detchd,155000
5,858,1958,2008,858,0,1,7207,BrkSide,1Story,TA,TA,Y,,116500
6,2872,1977,1995,1330,2,2,12227,NWAmes,2Story,TA,TA,Y,Attchd,272000
6,1548,1976,1976,804,2,2,2308,NPkVill,2Story,TA,Gd,Y,Detchd,155000
9,1800,2007,2007,1800,2,2,11923,CollgCr,1Story,Gd,Ex,Y,Attchd,239000
7,1894,2002,2003,817,2,2,11316,Timber,2Story,Gd,Gd,Y,BuiltIn,214900
6,1484,2005,2007,783,2,2,10237,Gilbert,2Story,Gd,Gd,Y,Attchd,178900
5,1308,1940,1950,728,1,1,9600,Crawfor,1.5Fin,Gd,TA,Y,Detchd,160000
5,1098,1955,1955,1098,1,1,7390,NAmes,1Story,TA,TA,Y,Attchd,135000
3,968,1910,1950,600,0,1,5925,OldTown,1.5Fin,TA,TA,N,,37900
6,1095,1958,1958,588,1,1,10382,NAmes,SLvl,TA,TA,Y,Attchd,140000
4,1192,1949,1950,720,0,1,10800,NAmes,1.5Fin,TA,TA,N,,135000
7,1626,2003,2004,764,2,2,2268,NridgHt,2Story,Gd,Gd,Y,BuiltIn,173000
6,918,1979,1979,918,1,2,7892,SawyerW,1Story,TA,TA,Y,Attchd,99500
7,1428,2007,2008,1428,2,2,11639,Somerst,1Story,Gd,Gd,Y,Attchd,182000
7,2019,1910,1993,728,2,1,11414,BrkSide,2Story,TA,Gd,N,Detchd,167500
7,1382,2000,2000,673,2,2,2651,Somerst,2Story,Gd,Gd,Y,Detchd,165000
4,869,1923,1958,440,0,1,5900,BrkSide,1Story,TA,Fa,Y,,85500
7,1241,2006,2007,1241,2,1,4274,Somerst,1Story,Gd,Gd,Y,Attchd,199900
4,894,1954,1954,894,2,1,9450,Edwards,1Story,TA,TA,Y,Detchd,110000
5,1121,1963,1963,1121,2,1,8816,Sawyer,1Story,TA,TA,Y,Detchd,139000
7,999,1961,2007,944,2,1,12122,NAmes,SFoyer,Ex,Ex,Y,Attchd,178400
8,2612,1998,1999,1225,3,2,12203,NoRidge,2Story,Gd,Gd,Y,Attchd,336000
7,1266,2007,2007,1266,2,2,3182,Blmngtn,1Story,Gd,Gd,Y,Attchd,159895
8,2290,2002,2002,1128,2,2,11250,CollgCr,2Story,Gd,Gd,Y,Attchd,255900
5,1734,1977,1977,0,2,2,10125,Mitchel,1.5Fin,TA,Gd,Y,Attchd,126000
5,1164,1950,1950,1164,1,1,10880,Edwards,1Story,TA,TA,N,Detchd,125000
6,1635,1910,2003,485,1,1,5310,OldTown,1.5Fin,TA,Gd,Y,Attchd,117000
9,1940,2009,2010,1930,3,2,10159,NridgHt,1Story,Ex,Ex,Y,Attchd,395192
6,2030,1976,1976,848,2,2,12046,NWAmes,2Story,TA,Gd,Y,Attchd,195000
7,1576,2006,2006,770,2,2,8125,Somerst,2Story,Gd,Gd,Y,Attchd,197000
8,2392,1997,1998,1396,3,2,9452,NoRidge,2Story,Gd,Gd,Y,Attchd,348000
8,1742,1882,1986,916,2,1,17671,OldTown,2Story,Gd,Gd,Y,Attchd,168000
6,1851,1964,1993,822,2,2,9760,NAmes,2Story,TA,Gd,Y,Attchd,187000
6,1500,2005,2006,750,2,2,8846,CollgCr,2Story,TA,Gd,Y,Attchd,173900
10,1718,2006,2007,1700,3,2,12456,NridgHt,1Story,Ex,Ex,Y,Attchd,337500
4,1230,1946,1950,747,1,1,4712,BrkSide,1.5Fin,TA,TA,Y,Detchd,121600
5,1050,1961,1961,1050,1,1,10659,NAmes,1Story,TA,TA,Y,Attchd,136500
6,1442,1970,1970,1442,2,2,11717,NWAmes,1Story,TA,TA,Y,Attchd,185000
3,1077,1922,1950,1007,1,1,9786,IDOTRR,1Story,TA,TA,N,Detchd,91000
7,1208,2006,2006,1187,2,2,6762,CollgCr,1Story,Gd,Gd,Y,Attchd,206000
3,944,1952,1952,0,2,1,10206,Edwards,1Story,TA,Fa,N,Detchd,82000
5,691,1920,1950,691,1,1,5400,OldTown,1Story,TA,Ex,Y,Detchd,86000
8,1574,2006,2006,1574,3,2,11957,Somerst,1Story,Gd,Gd,Y,Attchd,232000
5,1680,1976,1976,1680,2,2,11500,NWAmes,1Story,TA,TA,Y,Detchd,136905
7,1504,2005,2006,1346,2,2,3182,Blmngtn,1Story,Gd,Gd,Y,Attchd,181000
5,985,1977,1977,985,1,2,8385,CollgCr,SLvl,Gd,TA,Y,Attchd,149900
6,1657,1970,1970,1657,2,2,12155,NAmes,1Story,TA,TA,Y,Attchd,163500
4,1092,1970,1970,546,1,1,2217,MeadowV,2Story,TA,TA,Y,Attchd,88000
7,1710,2004,2005,1710,2,2,12118,Mitchel,1Story,Gd,Gd,Y,Attchd,240000
5,1522,1926,1950,1008,0,2,6000,SWISU,1.5Fin,TA,TA,Y,,102000
5,1271,1948,1950,720,1,2,21286,Sawyer,1.5Fin,TA,TA,Y,Attchd,135000
5,1664,1965,1965,0,0,2,9825,Edwards,1Story,TA,TA,N,,100000
6,1502,1923,1996,602,1,1,10592,Crawfor,2Story,TA,Gd,Y,Detchd,165000
5,1022,1910,2006,1022,1,1,7200,OldTown,1Story,TA,TA,N,Detchd,85000
6,1082,1948,1950,1082,1,1,11664,NAmes,1Story,TA,TA,Y,Detchd,119200
8,1665,2001,2001,810,2,2,8400,NWAmes,2Story,Gd,Gd,Y,Attchd,227000
7,1504,1996,1996,1504,2,2,11883,CollgCr,1Story,Gd,Gd,Y,Attchd,203000
8,1360,1984,1984,1220,2,1,5814,StoneBr,1Story,Gd,Gd,Y,Attchd,187500
7,1472,1991,1992,384,2,2,10784,Gilbert,SLvl,Gd,Gd,Y,Attchd,160000
7,1506,2005,2005,1362,2,2,3013,Blmngtn,1Story,Gd,Gd,Y,Attchd,213490
4,1132,2005,2005,1132,2,1,7024,Edwards,1Story,TA,Gd,Y,Attchd,176000
7,1220,2006,2006,1199,2,2,7406,CollgCr,1Story,Gd,Gd,Y,Attchd,194000
5,1248,1930,1950,912,1,1,9439,OldTown,1.5Fin,TA,TA,Y,Detchd,87000
7,1504,2005,2006,1346,2,2,3182,Blmngtn,1Story,Gd,Gd,Y,Attchd,191000
8,2898,1976,1976,1565,2,2,15498,Timber,1Story,Gd,Gd,Y,Attchd,287000
5,882,1972,1972,882,2,1,7700,CollgCr,1Story,TA,TA,Y,Detchd,112500
5,1264,1960,1960,1268,2,1,9300,NAmes,1Story,TA,TA,Y,Attchd,167500
8,1646,2007,2008,1638,3,2,9520,Timber,1Story,Gd,Gd,Y,Attchd,293077
5,1376,1941,1950,768,1,1,9492,NAmes,1.5Fin,TA,TA,Y,Attchd,105000
6,1218,1972,1972,672,1,1,1680,BrDale,2Story,TA,TA,Y,Detchd,118000
5,1928,1916,1995,686,0,2,7082,SWISU,2Story,TA,TA,Y,,160000
7,3082,1920,1970,824,2,2,15863,SWISU,2.5Fin,TA,TA,Y,Basment,197000
8,2520,1993,1993,1338,3,2,14541,NoRidge,2Story,Gd,Gd,Y,Attchd,310000
7,1654,2002,2002,1654,3,2,8125,CollgCr,1Story,Gd,Gd,Y,Attchd,230000
5,954,1938,1950,920,1,1,6305,Crawfor,1Story,TA,Fa,Y,Basment,119750
4,845,1957,1957,0,1,1,11500,Edwards,1Story,TA,TA,N,Detchd,84000
9,1620,2007,2008,1620,3,2,12898,Timber,1Story,Gd,Ex,Y,Attchd,315500
8,2263,2001,2002,1055,2,2,9240,CollgCr,2Story,Gd,Gd,Y,BuiltIn,287000
4,1344,1970,2008,546,0,1,1533,MeadowV,2Story,TA,TA,Y,,97000
4,630,1970,1970,630,1,1,1477,MeadowV,SFoyer,TA,TA,Y,Attchd,80000
5,1803,1957,2000,1134,2,2,13125,Sawyer,1Story,TA,TA,Y,Attchd,155000
6,1632,1966,2000,800,2,1,9130,NWAmes,2Story,TA,Gd,Y,Attchd,173000
6,1306,2005,2005,1306,2,2,5381,NridgHt,1Story,Gd,Gd,Y,Attchd,196000
7,2329,1990,1990,1475,2,2,11839,SawyerW,2Story,TA,Gd,Y,Attchd,262280
8,2524,1981,1981,2524,2,2,9600,NWAmes,1Story,Gd,Gd,Y,Attchd,278000
3,1733,1955,1955,0,2,2,13680,Edwards,1Story,TA,TA,Y,Attchd,139600
9,2868,2005,2006,1992,3,3,16056,StoneBr,2Story,Gd,Ex,Y,BuiltIn,556581
5,990,1994,1995,990,2,1,9245,CollgCr,1Story,TA,TA,Y,Detchd,145000
5,1771,1960,2006,0,2,1,21750,Mitchel,1Story,TA,TA,Y,Attchd,115000
4,930,1946,2006,0,1,1,11100,Edwards,1Story,TA,Gd,Y,Detchd,84900
7,1302,2007,2007,1302,2,2,8993,Gilbert,1Story,Gd,Gd,Y,Attchd,176485
7,1316,2007,2007,1316,2,2,11175,CollgCr,1Story,Gd,Gd,Y,Attchd,200141
6,1977,1964,1978,816,2,1,9500,NAmes,2Story,TA,TA,Y,Attchd,165000
5,1526,1957,2002,1216,1,1,8562,Edwards,1Story,TA,TA,Y,Basment,144500
8,1989,2002,2002,1065,2,2,11367,CollgCr,2Story,Gd,Gd,Y,Attchd,255000
6,1523,1976,1976,1193,2,2,11361,NWAmes,1Story,TA,TA,Y,Attchd,180000
7,1364,2005,2005,1364,2,2,7052,NridgHt,1Story,Gd,Gd,Y,Attchd,185850
7,1850,1994,1994,973,2,2,29959,NoRidge,2Story,Gd,Gd,Y,BuiltIn,248000
9,2184,2008,2008,1104,3,2,11308,NridgHt,2Story,Ex,Ex,Y,Attchd,335000
6,1991,1932,1950,854,2,1,11275,Crawfor,1.5Fin,TA,TA,Y,Detchd,220000
8,1338,2001,2001,1338,2,2,4920,StoneBr,1Story,Gd,Gd,Y,Attchd,213500
3,894,1935,1950,894,3,1,18000,IDOTRR,1Story,Fa,TA,Y,Detchd,81000
5,2337,1900,1950,662,2,2,13600,OldTown,2Story,TA,TA,N,Detchd,90000
6,1103,1925,1980,1103,2,1,6000,OldTown,1Story,TA,Gd,Y,Detchd,110500
5,1154,1966,1966,1154,2,1,11000,NAmes,1Story,TA,TA,Y,Attchd,154000
7,2260,1996,1997,1306,2,2,14000,ClearCr,2Story,Gd,Gd,Y,Attchd,328000
6,1571,1993,1994,799,2,2,7837,Gilbert,2Story,Gd,TA,Y,Attchd,178000
6,1611,1964,1964,780,2,1,9760,NAmes,2Story,TA,TA,Y,Attchd,167900
6,2521,1973,1973,942,2,2,3964,MeadowV,2Story,TA,TA,Y,Attchd,151400
5,893,1949,2003,845,2,1,9600,NAmes,1.5Unf,TA,Gd,Y,Detchd,135000
5,1048,1956,1956,1048,1,1,10152,NAmes,1Story,TA,TA,Y,Attchd,135000
6,1556,1968,1968,727,2,1,11700,NWAmes,2Story,TA,TA,Y,Attchd,154000
5,1456,1948,1950,810,1,1,7585,Edwards,1.5Fin,TA,TA,Y,Detchd,91500
6,1426,1977,1977,690,2,1,7950,Edwards,2Story,TA,TA,Y,Attchd,159500
7,1240,2006,2006,1240,3,2,8556,CollgCr,1Story,Gd,Gd,Y,Attchd,194000
7,1740,1940,1984,800,1,1,13125,Crawfor,2Story,TA,TA,Y,Attchd,219500
5,1466,1936,1989,796,2,2,10800,OldTown,1.5Fin,TA,Gd,Y,Attchd,170000
5,1096,1969,1969,1096,1,1,15870,NAmes,1Story,TA,TA,Y,Attchd,138800
6,848,2004,2004,848,2,1,4435,CollgCr,1Story,Gd,Gd,Y,Attchd,155900
5,990,1994,1994,990,1,1,8775,CollgCr,1Story,TA,TA,Y,Attchd,126000
6,1258,1971,2004,1258,2,2,11040,NWAmes,1Story,Gd,Gd,Y,Attchd,145000
5,1040,1963,1963,1040,1,1,7500,Sawyer,1Story,TA,TA,Y,Attchd,133000
7,1459,2002,2002,1459,2,2,8749,CollgCr,1Story,Gd,Gd,Y,Attchd,192000
6,1251,1964,1964,1251,1,1,8800,NAmes,1Story,TA,TA,Y,Attchd,160000
6,1498,1995,1996,691,2,2,13031,Gilbert,2Story,TA,TA,Y,Attchd,187500
6,996,1992,1992,936,2,1,9069,SawyerW,SFoyer,TA,Gd,Y,Attchd,147000
4,1092,1973,1973,546,1,1,1974,MeadowV,2Story,TA,TA,Y,Attchd,83500
8,1953,2005,2006,1082,3,2,10574,Somerst,2Story,Gd,Gd,Y,Attchd,252000
7,1709,2004,2004,970,2,2,2522,Edwards,2Story,Gd,Gd,Y,Detchd,137500
8,1247,2005,2005,1247,2,1,3316,Somerst,1Story,Gd,Gd,Y,Attchd,197000
3,1040,1950,1950,0,2,2,8544,NAmes,1Story,TA,TA,N,Detchd,92900
7,1252,1999,2000,600,2,2,2160,Somerst,2Story,Gd,Gd,Y,Detchd,160000
6,1694,1925,1950,1181,2,2,8400,SWISU,1.5Fin,TA,TA,Y,Detchd,136500
5,1200,1965,1998,864,2,1,9230,NAmes,1Story,TA,Gd,Y,Detchd,146000
5,936,1956,2000,936,1,1,5868,NAmes,1Story,TA,TA,Y,Attchd,129000
6,1314,2006,2006,1314,2,2,9317,CollgCr,1Story,Gd,Gd,Y,Attchd,176432
6,1355,1914,2006,684,0,1,6882,IDOTRR,2Story,TA,Gd,Y,,127000
8,1088,1986,1986,1074,2,1,3696,StoneBr,1Story,Gd,Gd,Y,Attchd,170000
4,1324,1936,1950,672,1,1,6000,BrkSide,1.5Fin,TA,TA,Y,Detchd,128000
7,1601,1978,1978,1271,2,2,11880,NWAmes,1Story,TA,TA,Y,Attchd,157000
2,438,1920,1950,290,1,1,8400,SWISU,1Story,TA,Fa,N,Detchd,60000
5,950,1971,1971,950,1,1,9758,NAmes,1Story,TA,TA,Y,Detchd,119500
5,1134,1960,2002,1010,1,1,7000,NAmes,1Story,TA,TA,Y,Attchd,135000
6,1194,1959,1959,655,2,1,8910,NAmes,1Story,TA,TA,Y,BuiltIn,159500
5,1302,1970,1970,630,2,2,2016,BrDale,2Story,TA,TA,Y,Detchd,106000
8,2622,1994,1995,1463,2,2,12256,NoRidge,2Story,Gd,Gd,Y,Attchd,325000
7,1442,1990,1991,910,2,2,10357,SawyerW,1Story,Gd,Gd,Y,Attchd,179900
7,2021,2006,2006,868,2,2,23257,Gilbert,2Story,Gd,Gd,Y,BuiltIn,274725
6,1690,2000,2000,924,2,2,8063,Gilbert,2Story,TA,TA,Y,Attchd,181000
8,1836,2004,2005,1836,3,2,11362,NridgHt,1Story,Gd,Gd,Y,Attchd,280000
6,1658,1995,1996,773,2,2,8000,Gilbert,2Story,TA,TA,Y,Attchd,188000
7,1964,1976,1976,803,2,2,10480,NWAmes,2Story,TA,TA,Y,Attchd,205000
5,816,1957,1957,816,1,1,7100,NAmes,1Story,TA,TA,Y,Detchd,129900
5,1008,1953,2006,1008,1,1,8923,NAmes,1Story,TA,Gd,Y,Attchd,134500
5,833,1954,2000,833,1,1,5400,OldTown,1Story,TA,Gd,Y,Detchd,117000
8,1734,2007,2007,1734,3,2,12085,NridgHt,1Story,Gd,Ex,Y,Attchd,318000
8,1419,2002,2002,408,2,2,7750,Gilbert,SLvl,Gd,Gd,Y,BuiltIn,184100
5,894,1967,2003,894,2,1,9764,Sawyer,1Story,TA,Gd,Y,Attchd,130000
5,1601,1958,1987,533,1,1,13825,Sawyer,SLvl,TA,TA,Y,BuiltIn,140000
5,1040,1959,1959,1040,1,1,7560,NAmes,1Story,TA,TA,Y,Attchd,133700
6,1012,1920,1950,1012,1,1,8263,IDOTRR,1Story,TA,TA,Y,Detchd,118400
7,1552,2005,2006,1552,3,2,10084,CollgCr,1Story,Gd,Gd,Y,Attchd,212900
4,960,1956,1956,672,1,1,8926,Edwards,1Story,TA,TA,Y,Basment,112000
5,698,1947,2008,698,0,1,9405,Edwards,1Story,TA,TA,Y,,118000
7,1482,1992,1992,384,2,2,9125,Gilbert,SLvl,TA,Gd,Y,Attchd,163900
4,1005,1955,1955,1005,2,1,10434,NAmes,1Story,TA,Fa,Y,Detchd,115000
7,1555,2007,2007,1373,3,2,3684,Blmngtn,1Story,Gd,Gd,Y,Attchd,174000
7,1530,2004,2004,1530,3,2,14572,Gilbert,1Story,Gd,Gd,Y,Attchd,259000
7,1959,2004,2005,847,2,2,11796,Gilbert,2Story,Gd,Gd,Y,BuiltIn,215000
5,936,1980,1980,936,2,1,7200,OldTown,SFoyer,TA,TA,Y,Detchd,140000
4,1981,1928,1950,1122,2,2,7804,SWISU,1.5Fin,TA,Gd,Y,Detchd,135000
5,974,1991,1992,974,0,1,10712,Mitchel,1Story,TA,TA,Y,,93500
6,2210,1880,1950,1008,1,2,9900,OldTown,2Story,TA,Fa,Y,Detchd,117500
8,2020,1995,1995,1128,2,2,9828,SawyerW,2Story,Gd,Gd,Y,Attchd,239500
6,1600,1997,1997,916,2,2,8773,Gilbert,2Story,TA,TA,Y,Attchd,169000
6,986,1926,1950,960,1,1,6180,BrkSide,1Story,TA,TA,N,Detchd,102000
6,1252,1950,1950,1032,1,1,9600,NAmes,1.5Fin,TA,TA,Y,Attchd,119000
5,1020,1875,1996,780,0,1,6342,Sawyer,1.5Fin,TA,TA,N,,94000
6,1567,1977,1977,1567,2,2,9819,Mitchel,1Story,TA,Gd,Y,Attchd,196000
5,1167,1920,1950,915,2,1,8731,BrkSide,1Story,TA,TA,Y,Detchd,144000
5,952,1951,1951,952,2,1,7350,NAmes,1Story,TA,TA,Y,Detchd,139000
5,1868,1976,1976,780,2,2,10304,NWAmes,2Story,TA,Gd,Y,Attchd,197500
8,2828,2006,2007,1466,3,3,9965,CollgCr,2Story,Gd,Gd,Y,BuiltIn,424870
5,1006,1959,1959,1006,0,1,9000,Sawyer,1Story,TA,TA,Y,,80000
4,924,1941,1950,672,1,1,12180,Edwards,1.5Fin,TA,Fa,N,Detchd,80000
5,1576,1928,1950,1042,1,1,6240,BrkSide,1.5Fin,TA,TA,Y,Detchd,149000
6,1298,1985,1985,1298,2,2,11200,SawyerW,1Story,Gd,Gd,Y,Attchd,180000
7,1564,1941,1950,704,1,1,12000,Crawfor,2Story,TA,Fa,Y,Attchd,174500
7,1111,1926,1950,572,1,1,5700,OldTown,1.5Fin,TA,TA,Y,Detchd,116900
7,1482,1920,1988,650,2,1,9000,OldTown,2Story,TA,TA,Y,Detchd,143000
6,932,1950,1950,932,1,1,8280,NAmes,1Story,TA,Gd,Y,Attchd,124000
